site_name,lat,lon,PlantCapacity_MW,KnownFootprint_acres,GHI,AOD,AmbientTemp,WindSpeed,Slope,Aspect,LULC_code,DistRoad_km,DistGrid_km,DistWater_km,LandAvailability_sqkm,LandAvailability_acres,PowerPerLand_MWperAcre
pavagada,22.24,72.19,5000,NaN,5.4374,0.49,27.46,4.06,2.95153424934223,199.808654717161,40,0.238144572885444,0.681738573294616,0.76244350241344,23.7189891955761,5861.0846917304,0.853084414059853
Dholera,22.24,72.19,5000,NaN,5.4374,0.49,27.46,4.06,2.95153424934223,199.808654717161,40,0.238144572885444,0.681738573294616,0.76244350241344,23.7189891955761,5861.0846917304,0.853084414059853
