site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Rajasthan(jaisalmer),96.12,80.2362532586636,79.342624070894,88.61252802364,100,89.6,97.6503640420604,84.5325894150705,37.9,53,86.9737191143718
