site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Bhadla Solar Park,94.4166666666667,85.8255937182761,95.9836566661393,83.6577772249678,60,89.36,99.7364256399704,50,35.1,50,84.462148283006
