site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
khavda,93.02,93.8242055133525,88.0341111625832,100,100,89.96,94.5368933597677,27.9950477684933,46,50,88.9190599153755
