site_name,lat,lon,PlantCapacity_MW,KnownFootprint_acres,GHI,AOD,AmbientTemp,WindSpeed,Slope,Aspect,LULC_code,DistRoad_km,DistGrid_km,DistWater_km,LandAvailability_sqkm,LandAvailability_acres,PowerPerLand_MWperAcre
Bhadla Solar Park,27.54,71.91,2245,14085,5.665,0.5,27.66,3.51,2.12616094225859,209.416000995058,20,0.0527148720059099,0.401634333386066,NaN,57.0000231,14085,0.159389421370252
