site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Leh,84.6916666666667,2.70598383159,57.9037154814653,64.3151179575483,100,0,96.051225423538,75.8955523605774,27.7,85,58.4671385598288
