site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Kurnool(Andhra Pradesh),88.8916666666667,93.8242055133526,91.9771801801634,100,70,91.04,88.8875095459199,82.1932249398355,40.2,49,87.2412364653523
