site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Kamuthi(Tamil Nadu),92.7316666666667,77.66437898,90.89078126,18.9123082277778,30,88.68,98.265301675,76.31745077,36.5,62,73.4276218524865
