site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Odisha(dhenkanal),80.5883333333333,90.9618984759832,19.8607807201233,26.0570881860867,70,94.44,89.6397068870045,63.4904575176863,29.3,45,64.3556268084997
