site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
pavagada,94.2766666666667,93.6281342890564,87.4721267428331,50,60,93.32,98.7681639095261,96.7346856484276,45.1,55,83.2499058114346
