site_name,GHI,Slope,DistGrid_km,Aspect,LULC_code,AmbientTemp,DistRoad_km,DistWater_km,WindSpeed,AOD,score
Dholera,90.62333333,80.323105,93.18261427,88.99519182,30,90.16,98.80927714,97.45852166,40.6,51,81.74453346
